user_id,home_location,preferred_payment_type,average_transaction_amount,transaction_amount_std_dev,favorite_merchants,active_start_hour,active_end_hour,known_devices,travel_frequency,risk_tolerance
U03027,Ahmedabad,UPI,3940.43,1235.42,Starbucks|MakeMyTrip|Myntra|PhonePe|Hotstar,10,23,D03027-A|D03027-B,0.13,High
U03028,Pune,NetBanking,4127.52,1168.11,BookMyShow|Zomato|PhonePe|BigBasket|Zerodha,11,21,D03028-A|D03028-B,0.04,Low
U03029,Chennai,Wallet,4628.35,1845.8,Flipkart|Starbucks|Amazon|Netflix|IRCTC,6,22,D03029-A|D03029-B,0.14,Medium
U03030,Ahmedabad,UPI,1886.18,872.86,Starbucks|Hotstar|Zomato|BigBasket|Spotify,11,20,D03030-A|D03030-B,0.08,Medium
U03031,Mumbai,Wallet,4869.7,1476.86,IRCTC|Uber|Flipkart|Zomato|Ola,7,19,D03031-A|D03031-B,0.21,Medium
U03032,Chennai,Wallet,2196.91,1056.62,Myntra|McDonalds|PhonePe|Amazon|Zomato,7,20,D03032-A|D03032-B,0.2,High
U03033,Delhi,NetBanking,4758.4,2490.34,Groww|MakeMyTrip|Myntra|Swiggy|McDonalds,7,23,D03033-A|D03033-B,0.15,Medium
U03034,Ahmedabad,NetBanking,988.41,234.81,Uber|Netflix|MakeMyTrip|Paytm|Swiggy,9,21,D03034-A|D03034-B,0.23,Medium
U03035,Bangalore,Card,4962.94,1632.26,Paytm|Netflix|Groww|BookMyShow|Hotstar,11,23,D03035-A|D03035-B,0.19,Low
U03036,Bangalore,Wallet,979.59,273.05,Flipkart|Hotstar|Amazon|Paytm|Spotify,8,21,D03036-A|D03036-B,0.19,High
U03037,Bangalore,Wallet,4266.62,1757.26,Netflix|Flipkart|McDonalds|BookMyShow|Hotstar,10,23,D03037-A|D03037-B,0.16,Medium
U03038,Delhi,UPI,2057.93,432.42,Starbucks|Myntra|Netflix|Amazon|Zerodha,10,19,D03038-A|D03038-B,0.13,High
U03039,Ahmedabad,Card,1841.46,1148.87,BigBasket|IRCTC|Hotstar|Starbucks|Flipkart,7,21,D03039-A|D03039-B,0.11,Medium
U03040,Bangalore,Card,1950.0,860.66,Flipkart|McDonalds|Ola|Zomato|Hotstar,8,20,D03040-A|D03040-B,0.18,High
U03041,Ahmedabad,Wallet,3486.24,1815.6,Uber|Hotstar|Zomato|Swiggy|McDonalds,6,20,D03041-A|D03041-B,0.24,Medium
U03042,Delhi,UPI,3395.04,1281.59,Starbucks|McDonalds|IRCTC|Groww|Amazon,6,19,D03042-A|D03042-B,0.18,Low
U03043,Ahmedabad,Wallet,2674.46,965.72,Zomato|Starbucks|Hotstar|Uber|Myntra,9,20,D03043-A|D03043-B,0.13,Medium
U03044,Pune,UPI,853.2,414.63,Paytm|Uber|Zomato|Groww|Starbucks,6,22,D03044-A|D03044-B,0.09,Low
U03045,Mumbai,Wallet,2608.93,1813.03,BookMyShow|Netflix|Swiggy|IRCTC|Uber,7,19,D03045-A|D03045-B,0.18,Medium
U03046,Hyderabad,UPI,2592.7,677.4,BookMyShow|Flipkart|BigBasket|Hotstar|Uber,7,22,D03046-A|D03046-B,0.06,Medium
U03047,Chennai,UPI,589.56,186.95,Uber|Starbucks|Zomato|Groww|MakeMyTrip,9,22,D03047-A|D03047-B,0.21,Low
U03048,Ahmedabad,NetBanking,2117.79,811.47,Spotify|Uber|Swiggy|Flipkart|MakeMyTrip,8,19,D03048-A|D03048-B,0.15,Medium
U03049,Kolkata,NetBanking,4452.21,2567.93,Flipkart|Zomato|Amazon|PhonePe|Hotstar,7,19,D03049-A|D03049-B,0.21,High
U03050,Pune,NetBanking,3242.95,1743.58,McDonalds|Flipkart|Ola|Uber|Myntra,10,21,D03050-A|D03050-B,0.11,High
U03051,Chennai,Card,310.37,138.88,Zomato|Netflix|Starbucks|Swiggy|Paytm,11,21,D03051-A|D03051-B,0.2,Medium
U03052,Hyderabad,UPI,1942.17,1157.92,Uber|PhonePe|Zerodha|Groww|Flipkart,6,21,D03052-A|D03052-B,0.08,High
U03053,Kolkata,Card,3911.0,2617.03,Groww|Swiggy|Myntra|Ola|BookMyShow,10,20,D03053-A|D03053-B,0.25,Low
U03054,Mumbai,NetBanking,2691.64,1555.98,McDonalds|BookMyShow|MakeMyTrip|Netflix|Zerodha,8,21,D03054-A|D03054-B,0.15,High
U03055,Bangalore,NetBanking,2948.8,1905.14,BookMyShow|Ola|Zomato|McDonalds|Hotstar,10,21,D03055-A|D03055-B,0.06,Low
U03056,Mumbai,UPI,3772.88,1887.71,Spotify|Myntra|Hotstar|Paytm|Starbucks,6,19,D03056-A|D03056-B,0.21,Low
U03057,Pune,NetBanking,3677.79,1527.04,Myntra|Groww|IRCTC|MakeMyTrip|Zomato,9,23,D03057-A|D03057-B,0.17,Medium
U03058,Pune,UPI,2120.01,548.09,Myntra|PhonePe|Flipkart|Spotify|Zomato,7,19,D03058-A|D03058-B,0.16,High
U03059,Kolkata,Card,1471.34,370.07,PhonePe|Zerodha|IRCTC|Groww|Myntra,10,21,D03059-A|D03059-B,0.07,Low
U03060,Kolkata,Card,798.4,210.26,Paytm|Zomato|Flipkart|Netflix|BookMyShow,8,23,D03060-A|D03060-B,0.24,Medium
U03061,Hyderabad,Wallet,4431.03,1467.41,Zomato|Flipkart|BookMyShow|Spotify|Uber,10,20,D03061-A|D03061-B,0.22,Low
U03062,Mumbai,NetBanking,4553.64,1415.22,Netflix|Swiggy|MakeMyTrip|Spotify|Starbucks,7,20,D03062-A|D03062-B,0.24,Low
U03063,Mumbai,Card,4769.66,1640.14,Groww|Hotstar|Flipkart|McDonalds|Starbucks,11,19,D03063-A|D03063-B,0.03,Low
U03064,Kolkata,UPI,4608.51,2197.44,BigBasket|Amazon|Groww|IRCTC|PhonePe,7,22,D03064-A|D03064-B,0.22,Low
U03065,Ahmedabad,Card,2417.53,1058.83,Myntra|BookMyShow|Ola|BigBasket|Zomato,8,20,D03065-A|D03065-B,0.24,Medium
U03066,Pune,Wallet,1104.23,560.72,McDonalds|Uber|Myntra|IRCTC|Flipkart,11,23,D03066-A|D03066-B,0.06,High
U03067,Mumbai,Wallet,2677.65,1016.59,MakeMyTrip|McDonalds|Amazon|Swiggy|Hotstar,10,20,D03067-A|D03067-B,0.14,High
U03068,Chennai,Wallet,3075.29,1495.19,Swiggy|Zerodha|Zomato|Uber|Paytm,7,22,D03068-A|D03068-B,0.18,Low
U03069,Delhi,NetBanking,988.19,251.87,Paytm|Netflix|Uber|Starbucks|McDonalds,10,19,D03069-A|D03069-B,0.04,Low
U03070,Mumbai,Wallet,3701.56,1294.78,Netflix|Swiggy|Zerodha|BigBasket|MakeMyTrip,10,19,D03070-A|D03070-B,0.12,Medium
U03071,Delhi,Card,3021.89,1137.95,Zomato|Groww|McDonalds|Starbucks|Swiggy,6,22,D03071-A|D03071-B,0.18,High
U03072,Mumbai,Card,3637.12,1479.38,Spotify|Netflix|Paytm|PhonePe|BigBasket,6,21,D03072-A|D03072-B,0.1,Medium
U03073,Kolkata,NetBanking,1236.81,831.22,IRCTC|Uber|Netflix|McDonalds|Hotstar,10,21,D03073-A|D03073-B,0.11,Low
U03074,Kolkata,NetBanking,1184.34,353.65,Amazon|Flipkart|Groww|BigBasket|IRCTC,10,23,D03074-A|D03074-B,0.22,High
U03075,Mumbai,UPI,4549.51,1680.01,McDonalds|Netflix|Swiggy|Paytm|Ola,8,22,D03075-A|D03075-B,0.2,Low
U03076,Bangalore,Wallet,4096.41,2728.52,Ola|Flipkart|Uber|IRCTC|Paytm,8,23,D03076-A|D03076-B,0.15,High
U03077,Delhi,NetBanking,509.69,199.03,Paytm|Swiggy|Hotstar|Starbucks|Groww,8,23,D03077-A|D03077-B,0.12,Low
U03078,Mumbai,Card,3958.4,1629.4,McDonalds|Myntra|Spotify|IRCTC|Zomato,9,19,D03078-A|D03078-B,0.13,Low
U03079,Ahmedabad,Wallet,4050.24,2729.76,Swiggy|BookMyShow|Zerodha|Groww|Hotstar,11,21,D03079-A|D03079-B,0.15,Medium
U03080,Chennai,NetBanking,779.49,447.43,Zomato|Netflix|Paytm|Zerodha|Swiggy,7,22,D03080-A|D03080-B,0.12,High
U03081,Hyderabad,UPI,2628.34,1042.95,Hotstar|IRCTC|Uber|PhonePe|Spotify,11,19,D03081-A|D03081-B,0.08,High
U03082,Chennai,Card,2661.9,1170.59,Starbucks|Flipkart|BigBasket|McDonalds|PhonePe,11,22,D03082-A|D03082-B,0.17,Low
U03083,Delhi,UPI,2016.84,942.21,Starbucks|IRCTC|Hotstar|Paytm|Flipkart,9,20,D03083-A|D03083-B,0.24,Low
U03084,Pune,NetBanking,2561.22,1597.86,Starbucks|Netflix|PhonePe|Myntra|Uber,8,23,D03084-A|D03084-B,0.24,Medium
U03085,Ahmedabad,NetBanking,4064.03,1852.57,BigBasket|IRCTC|Hotstar|Uber|Zerodha,6,21,D03085-A|D03085-B,0.06,Medium
U03086,Bangalore,UPI,968.3,340.56,Amazon|Netflix|Zomato|MakeMyTrip|BookMyShow,10,19,D03086-A|D03086-B,0.21,Medium
U03087,Pune,UPI,3354.27,2187.34,Hotstar|Uber|BigBasket|IRCTC|PhonePe,7,22,D03087-A|D03087-B,0.16,High
U03088,Kolkata,Wallet,1320.67,310.76,PhonePe|MakeMyTrip|BigBasket|Zerodha|Ola,7,21,D03088-A|D03088-B,0.11,High
U03089,Chennai,NetBanking,1239.3,546.99,Hotstar|PhonePe|Flipkart|MakeMyTrip|Uber,11,22,D03089-A|D03089-B,0.15,Low
U03090,Delhi,Wallet,387.06,270.69,Spotify|MakeMyTrip|Myntra|Paytm|Swiggy,8,22,D03090-A|D03090-B,0.11,Low
U03091,Delhi,Card,1657.66,473.04,Hotstar|Swiggy|Uber|Spotify|BookMyShow,7,20,D03091-A|D03091-B,0.21,Medium
U03092,Bangalore,Wallet,4607.25,2197.86,IRCTC|Starbucks|Netflix|Swiggy|Flipkart,11,19,D03092-A|D03092-B,0.1,Low
U03093,Kolkata,UPI,2914.39,1883.04,Starbucks|Ola|Hotstar|Uber|Groww,9,22,D03093-A|D03093-B,0.23,Medium
U03094,Ahmedabad,Wallet,4336.15,1841.67,Swiggy|Hotstar|Groww|Netflix|Paytm,7,20,D03094-A|D03094-B,0.2,Medium
U03095,Hyderabad,UPI,4601.59,1877.44,BookMyShow|Uber|Paytm|Zomato|Swiggy,11,22,D03095-A|D03095-B,0.09,High
U03096,Mumbai,NetBanking,4634.51,2071.11,Spotify|Zerodha|MakeMyTrip|McDonalds|Uber,7,19,D03096-A|D03096-B,0.21,Medium
U03097,Ahmedabad,Wallet,1824.44,421.37,Amazon|Ola|BigBasket|MakeMyTrip|Spotify,9,22,D03097-A|D03097-B,0.14,High
U03098,Kolkata,UPI,1721.97,999.72,Netflix|Flipkart|MakeMyTrip|Paytm|Swiggy,7,23,D03098-A|D03098-B,0.07,Low
U03099,Hyderabad,Card,4478.68,2461.09,Flipkart|Amazon|McDonalds|Uber|Zerodha,8,20,D03099-A|D03099-B,0.19,Low
U03100,Chennai,Wallet,2607.24,729.43,Paytm|Uber|BookMyShow|Starbucks|McDonalds,9,22,D03100-A|D03100-B,0.13,Medium
U03101,Bangalore,Wallet,3605.3,998.47,Netflix|Hotstar|Uber|Spotify|Starbucks,8,19,D03101-A|D03101-B,0.04,Low
U03102,Ahmedabad,NetBanking,2227.41,741.18,Starbucks|McDonalds|MakeMyTrip|Hotstar|Uber,7,22,D03102-A|D03102-B,0.16,Medium
U03103,Hyderabad,Card,1377.69,385.02,Myntra|Ola|Swiggy|PhonePe|Starbucks,10,21,D03103-A|D03103-B,0.06,Medium
U03104,Mumbai,UPI,4185.61,1420.92,Groww|BookMyShow|Paytm|Zomato|Flipkart,7,20,D03104-A|D03104-B,0.17,High
U03105,Delhi,Wallet,1821.23,527.98,BigBasket|Uber|Amazon|MakeMyTrip|Flipkart,7,21,D03105-A|D03105-B,0.1,Medium
U03106,Kolkata,Card,2130.27,1117.27,Zerodha|Netflix|Groww|Swiggy|Amazon,8,19,D03106-A|D03106-B,0.12,Medium
U03107,Ahmedabad,Card,4569.85,2166.79,MakeMyTrip|Zomato|IRCTC|Starbucks|Spotify,9,21,D03107-A|D03107-B,0.1,Low
U03108,Ahmedabad,UPI,2196.05,1486.22,Swiggy|Groww|Uber|MakeMyTrip|Zerodha,7,22,D03108-A|D03108-B,0.12,High
U03109,Chennai,UPI,2674.0,624.65,Ola|Groww|Swiggy|MakeMyTrip|IRCTC,7,20,D03109-A|D03109-B,0.21,Medium
U03110,Ahmedabad,Card,2596.11,843.6,BookMyShow|MakeMyTrip|BigBasket|Groww|Zomato,10,20,D03110-A|D03110-B,0.11,Low
U03111,Mumbai,UPI,873.48,353.24,Zerodha|IRCTC|PhonePe|Hotstar|McDonalds,10,19,D03111-A|D03111-B,0.11,Medium
U03112,Kolkata,UPI,838.13,196.25,Netflix|Myntra|IRCTC|Paytm|BigBasket,11,21,D03112-A|D03112-B,0.11,Low
U03113,Mumbai,UPI,1666.7,552.96,Ola|Swiggy|Amazon|Netflix|Spotify,10,22,D03113-A|D03113-B,0.2,Low
U03114,Mumbai,Wallet,2832.22,934.92,BookMyShow|Paytm|Spotify|Groww|MakeMyTrip,8,22,D03114-A|D03114-B,0.08,High
U03115,Chennai,NetBanking,3502.63,2325.07,Zomato|Spotify|Swiggy|Flipkart|Amazon,10,21,D03115-A|D03115-B,0.08,Medium
U03116,Chennai,NetBanking,3580.2,1192.99,Myntra|Uber|Zerodha|Netflix|McDonalds,6,22,D03116-A|D03116-B,0.1,Medium
U03117,Chennai,Wallet,3120.41,1807.24,BigBasket|Swiggy|Flipkart|Ola|BookMyShow,9,22,D03117-A|D03117-B,0.07,Low
U03118,Chennai,Card,1533.97,442.61,Zomato|Spotify|Groww|Myntra|Amazon,11,22,D03118-A|D03118-B,0.16,High
U03119,Hyderabad,UPI,3234.3,2262.8,Starbucks|MakeMyTrip|McDonalds|BookMyShow|Groww,8,20,D03119-A|D03119-B,0.09,Low
U03120,Kolkata,Card,618.0,250.66,Uber|BigBasket|Ola|Spotify|IRCTC,9,19,D03120-A|D03120-B,0.15,Low
U03121,Pune,Wallet,2858.26,1249.97,Spotify|Groww|Myntra|Zerodha|Paytm,8,23,D03121-A|D03121-B,0.06,High
U03122,Delhi,NetBanking,3786.81,2323.12,IRCTC|BigBasket|Paytm|Zomato|BookMyShow,8,21,D03122-A|D03122-B,0.08,Medium
U03123,Ahmedabad,NetBanking,3929.54,1436.56,Ola|BigBasket|Netflix|Spotify|Zerodha,8,20,D03123-A|D03123-B,0.06,Low
U03124,Hyderabad,UPI,2279.3,606.27,Ola|Swiggy|BookMyShow|Uber|Paytm,8,20,D03124-A|D03124-B,0.13,Low
U03125,Chennai,Wallet,1849.09,671.29,Flipkart|Starbucks|Swiggy|Spotify|Netflix,8,20,D03125-A|D03125-B,0.19,High
U03126,Bangalore,UPI,3188.32,1105.03,Uber|Zerodha|Paytm|Zomato|Groww,6,19,D03126-A|D03126-B,0.04,Low
U03127,Ahmedabad,NetBanking,3209.8,737.71,Flipkart|Groww|Netflix|Hotstar|Starbucks,11,21,D03127-A|D03127-B,0.05,Low
U03128,Kolkata,UPI,1934.82,890.23,BigBasket|Groww|Hotstar|PhonePe|Swiggy,8,20,D03128-A|D03128-B,0.04,Low
U03129,Ahmedabad,UPI,4575.95,1754.77,Spotify|PhonePe|MakeMyTrip|Myntra|BigBasket,8,23,D03129-A|D03129-B,0.11,Low
U03130,Bangalore,UPI,2188.74,940.36,PhonePe|Swiggy|Myntra|Uber|IRCTC,9,23,D03130-A|D03130-B,0.19,Medium
U03131,Chennai,UPI,4399.54,2207.2,Zerodha|IRCTC|Swiggy|PhonePe|Spotify,10,23,D03131-A|D03131-B,0.02,Medium
U03132,Bangalore,NetBanking,2310.43,1073.46,Paytm|Ola|Zerodha|PhonePe|Amazon,9,20,D03132-A|D03132-B,0.04,Low
U03133,Bangalore,Card,1078.42,425.91,IRCTC|Myntra|Groww|Flipkart|BookMyShow,10,22,D03133-A|D03133-B,0.13,Low
U03134,Hyderabad,NetBanking,2970.28,1107.27,Ola|Netflix|McDonalds|Spotify|BookMyShow,7,20,D03134-A|D03134-B,0.17,High
U03135,Kolkata,UPI,2796.27,1725.34,Groww|Hotstar|IRCTC|Amazon|Myntra,7,22,D03135-A|D03135-B,0.08,Medium
U03136,Chennai,UPI,4890.08,3028.87,MakeMyTrip|BigBasket|Uber|Hotstar|Groww,6,19,D03136-A|D03136-B,0.14,Medium
U03137,Mumbai,UPI,1795.64,714.78,IRCTC|Netflix|Zerodha|Uber|Starbucks,11,19,D03137-A|D03137-B,0.24,Medium
U03138,Bangalore,UPI,1244.54,769.07,MakeMyTrip|Myntra|Groww|Spotify|Zerodha,10,23,D03138-A|D03138-B,0.05,Medium
U03139,Kolkata,Wallet,525.66,138.66,Groww|IRCTC|Zomato|Hotstar|Spotify,9,21,D03139-A|D03139-B,0.23,Low
U03140,Delhi,Card,2068.41,970.56,Ola|Hotstar|Amazon|Netflix|Zomato,8,22,D03140-A|D03140-B,0.04,Low
U03141,Hyderabad,UPI,872.23,387.58,MakeMyTrip|Uber|Hotstar|Flipkart|Spotify,8,21,D03141-A|D03141-B,0.25,High
U03142,Bangalore,UPI,1845.64,737.37,Swiggy|Zomato|Groww|MakeMyTrip|Ola,8,20,D03142-A|D03142-B,0.04,Medium
U03143,Ahmedabad,UPI,2711.65,1852.27,Zomato|Zerodha|Flipkart|Groww|PhonePe,11,20,D03143-A|D03143-B,0.03,Low
U03144,Mumbai,NetBanking,945.35,525.67,Flipkart|Ola|Starbucks|Amazon|Swiggy,8,23,D03144-A|D03144-B,0.07,Low
U03145,Ahmedabad,UPI,619.53,345.58,Ola|BigBasket|Netflix|Swiggy|Paytm,10,20,D03145-A|D03145-B,0.15,Low
U03146,Mumbai,UPI,4606.43,2728.45,Spotify|McDonalds|Swiggy|Uber|Myntra,10,21,D03146-A|D03146-B,0.16,High
U03147,Mumbai,NetBanking,1373.33,288.39,IRCTC|Uber|Ola|PhonePe|Zerodha,6,19,D03147-A|D03147-B,0.16,Medium
U03148,Kolkata,NetBanking,4024.7,1070.05,Hotstar|Flipkart|McDonalds|Amazon|Zomato,8,21,D03148-A|D03148-B,0.19,Medium
U03149,Pune,Wallet,1957.19,591.21,BookMyShow|MakeMyTrip|Groww|Paytm|Netflix,11,21,D03149-A|D03149-B,0.1,Medium
U03150,Ahmedabad,UPI,2770.83,899.05,MakeMyTrip|Paytm|Spotify|Hotstar|Uber,8,21,D03150-A|D03150-B,0.13,Medium
U03151,Bangalore,NetBanking,4145.83,2678.93,McDonalds|MakeMyTrip|BookMyShow|Starbucks|Zomato,8,19,D03151-A|D03151-B,0.07,Medium
U03152,Pune,Wallet,1102.9,493.75,Flipkart|Netflix|Amazon|BigBasket|Ola,6,21,D03152-A|D03152-B,0.08,Low
U03153,Hyderabad,Wallet,2637.07,993.06,Zomato|Paytm|BigBasket|Groww|BookMyShow,9,22,D03153-A|D03153-B,0.15,Low
U03154,Delhi,Wallet,2032.88,564.42,Amazon|Groww|Hotstar|MakeMyTrip|Zomato,8,22,D03154-A|D03154-B,0.23,Low
U03155,Kolkata,NetBanking,4481.54,2314.8,Netflix|IRCTC|Uber|Spotify|PhonePe,9,19,D03155-A|D03155-B,0.07,Low
U03156,Mumbai,UPI,2036.08,1063.36,BigBasket|McDonalds|IRCTC|Starbucks|Zerodha,9,20,D03156-A|D03156-B,0.24,Low
U03157,Delhi,Card,2201.29,1501.67,McDonalds|PhonePe|BigBasket|Swiggy|MakeMyTrip,9,23,D03157-A|D03157-B,0.02,Low
U03158,Chennai,NetBanking,3702.6,1386.45,Amazon|Swiggy|Zerodha|BookMyShow|Netflix,9,20,D03158-A|D03158-B,0.13,High
U03159,Pune,UPI,3941.16,2161.36,Spotify|Amazon|Groww|Hotstar|Starbucks,11,21,D03159-A|D03159-B,0.04,High
U03160,Ahmedabad,NetBanking,3843.64,2315.65,Zomato|Paytm|Ola|Uber|Groww,7,21,D03160-A|D03160-B,0.1,High
U03161,Hyderabad,Wallet,1333.14,450.85,Myntra|PhonePe|IRCTC|Spotify|MakeMyTrip,9,23,D03161-A|D03161-B,0.19,Low
U03162,Kolkata,NetBanking,615.56,288.74,Myntra|Paytm|BigBasket|Uber|Ola,8,19,D03162-A|D03162-B,0.24,Low
U03163,Hyderabad,NetBanking,921.75,346.33,Starbucks|Groww|Zerodha|Swiggy|Hotstar,9,23,D03163-A|D03163-B,0.25,High
U03164,Mumbai,Card,4788.19,1465.71,Myntra|Ola|Netflix|BigBasket|Zomato,10,20,D03164-A|D03164-B,0.19,Low
U03165,Mumbai,Card,3111.57,665.77,IRCTC|Starbucks|Uber|Myntra|Zerodha,10,23,D03165-A|D03165-B,0.23,High
U03166,Ahmedabad,Wallet,1005.82,701.66,Zerodha|Myntra|PhonePe|BookMyShow|Ola,8,23,D03166-A|D03166-B,0.21,Low
U03167,Ahmedabad,NetBanking,3613.09,1268.62,IRCTC|Spotify|Hotstar|MakeMyTrip|Paytm,11,19,D03167-A|D03167-B,0.15,High
U03168,Kolkata,Card,375.65,158.86,Netflix|BigBasket|Amazon|Starbucks|Flipkart,9,21,D03168-A|D03168-B,0.04,High
U03169,Hyderabad,Card,1210.42,768.97,Zerodha|MakeMyTrip|Amazon|BigBasket|Flipkart,9,23,D03169-A|D03169-B,0.1,Medium
U03170,Delhi,NetBanking,2512.97,1265.7,Flipkart|Zomato|IRCTC|McDonalds|PhonePe,10,21,D03170-A|D03170-B,0.18,Low
U03171,Hyderabad,NetBanking,4285.15,2642.69,Ola|Hotstar|Paytm|Uber|BookMyShow,6,19,D03171-A|D03171-B,0.14,High
U03172,Hyderabad,UPI,1801.22,754.82,Netflix|IRCTC|Starbucks|Hotstar|Zerodha,8,20,D03172-A|D03172-B,0.12,Low
U03173,Kolkata,NetBanking,2999.07,1427.22,Myntra|Amazon|Uber|Zomato|Flipkart,9,20,D03173-A|D03173-B,0.18,Low
U03174,Pune,NetBanking,2308.94,473.16,Myntra|Amazon|Spotify|Flipkart|BigBasket,9,22,D03174-A|D03174-B,0.02,Low
U03175,Chennai,Card,3579.99,2092.6,BigBasket|Groww|Netflix|MakeMyTrip|PhonePe,9,20,D03175-A|D03175-B,0.06,Medium
U03176,Pune,Card,3991.68,1020.0,Groww|Starbucks|Spotify|Myntra|Amazon,7,19,D03176-A|D03176-B,0.15,Medium
U03177,Bangalore,Card,4256.87,2344.15,BigBasket|Hotstar|Spotify|Zerodha|PhonePe,6,19,D03177-A|D03177-B,0.13,High
U03178,Delhi,Card,1964.66,1209.47,Flipkart|Amazon|MakeMyTrip|Netflix|Zerodha,11,20,D03178-A|D03178-B,0.11,Low
U03179,Bangalore,Card,1659.95,508.95,MakeMyTrip|McDonalds|Zomato|Myntra|Swiggy,8,20,D03179-A|D03179-B,0.04,Medium
U03180,Bangalore,Wallet,3998.49,1772.33,BigBasket|Spotify|PhonePe|Zerodha|Flipkart,9,23,D03180-A|D03180-B,0.22,Medium
U03181,Kolkata,Wallet,1180.02,766.69,BookMyShow|Zomato|Netflix|Uber|IRCTC,11,23,D03181-A|D03181-B,0.12,Medium
U03182,Bangalore,NetBanking,3605.73,1363.42,BigBasket|PhonePe|Ola|Swiggy|Starbucks,10,20,D03182-A|D03182-B,0.14,Medium
U03183,Delhi,Wallet,1319.71,753.74,Zerodha|PhonePe|Spotify|Uber|Netflix,11,20,D03183-A|D03183-B,0.24,Medium
U03184,Pune,Wallet,2408.19,587.31,IRCTC|MakeMyTrip|McDonalds|Ola|Netflix,6,23,D03184-A|D03184-B,0.09,Low
U03185,Mumbai,UPI,480.42,259.01,MakeMyTrip|BigBasket|Swiggy|Zomato|Flipkart,9,22,D03185-A|D03185-B,0.11,High
U03186,Bangalore,UPI,1880.31,949.21,Zomato|Flipkart|BookMyShow|Netflix|Groww,8,19,D03186-A|D03186-B,0.18,Medium
U03187,Hyderabad,NetBanking,1288.52,632.75,Flipkart|Hotstar|Amazon|BookMyShow|Paytm,6,20,D03187-A|D03187-B,0.16,Low
U03188,Pune,NetBanking,1788.07,523.06,BookMyShow|Starbucks|PhonePe|Swiggy|MakeMyTrip,6,21,D03188-A|D03188-B,0.1,High
U03189,Chennai,UPI,3845.25,1350.04,Hotstar|Uber|MakeMyTrip|Swiggy|Starbucks,8,20,D03189-A|D03189-B,0.17,Medium
U03190,Ahmedabad,NetBanking,950.5,249.81,Starbucks|Amazon|Flipkart|Ola|McDonalds,8,22,D03190-A|D03190-B,0.2,High
U03191,Ahmedabad,NetBanking,454.34,288.13,Ola|Netflix|Spotify|McDonalds|Myntra,6,20,D03191-A|D03191-B,0.12,Low
U03192,Delhi,NetBanking,3502.33,1454.51,Groww|Ola|Swiggy|Netflix|Zomato,6,20,D03192-A|D03192-B,0.14,Low
U03193,Delhi,UPI,3562.06,2067.95,Swiggy|IRCTC|Netflix|Zerodha|BookMyShow,6,21,D03193-A|D03193-B,0.21,High
U03194,Chennai,Card,3777.48,1923.57,BookMyShow|Flipkart|Uber|Myntra|Paytm,11,20,D03194-A|D03194-B,0.14,High
U03195,Chennai,Wallet,3193.6,737.36,Uber|Netflix|Zomato|Ola|Starbucks,11,23,D03195-A|D03195-B,0.22,High
U03196,Kolkata,NetBanking,1872.98,628.6,BigBasket|Spotify|Zerodha|Zomato|Groww,9,21,D03196-A|D03196-B,0.09,Medium
U03197,Hyderabad,Card,2261.37,1354.02,Starbucks|Amazon|Zerodha|Ola|Groww,6,23,D03197-A|D03197-B,0.22,High
U03198,Kolkata,UPI,4637.91,1227.63,Myntra|Hotstar|IRCTC|Paytm|Swiggy,11,20,D03198-A|D03198-B,0.13,High
U03199,Chennai,NetBanking,3239.08,2042.49,Swiggy|BigBasket|Zomato|McDonalds|Netflix,8,21,D03199-A|D03199-B,0.06,Medium
U03200,Pune,Card,2896.71,1448.93,PhonePe|BigBasket|Hotstar|Myntra|Zerodha,10,19,D03200-A|D03200-B,0.18,Medium
U03201,Bangalore,UPI,4120.41,2206.5,Paytm|Starbucks|McDonalds|MakeMyTrip|PhonePe,9,19,D03201-A|D03201-B,0.05,Low
U03202,Delhi,Wallet,1644.51,1030.87,Netflix|MakeMyTrip|Uber|Swiggy|Starbucks,6,20,D03202-A|D03202-B,0.04,Low
U03203,Chennai,UPI,747.13,226.37,BigBasket|Amazon|Swiggy|Zerodha|McDonalds,8,23,D03203-A|D03203-B,0.16,Low
U03204,Delhi,Wallet,4872.2,2331.33,Spotify|Amazon|BigBasket|Ola|Hotstar,8,23,D03204-A|D03204-B,0.08,Medium
U03205,Bangalore,Wallet,3083.79,2028.73,MakeMyTrip|Groww|Netflix|Paytm|Spotify,9,20,D03205-A|D03205-B,0.04,Low
U03206,Pune,Wallet,4813.89,3244.42,McDonalds|MakeMyTrip|Hotstar|BigBasket|Uber,10,19,D03206-A|D03206-B,0.14,Low
U03207,Pune,UPI,4925.45,2659.44,Spotify|IRCTC|Zerodha|Amazon|Groww,8,21,D03207-A|D03207-B,0.13,High
U03208,Ahmedabad,UPI,4565.94,981.82,Ola|IRCTC|McDonalds|Zerodha|Zomato,10,21,D03208-A|D03208-B,0.21,Medium
U03209,Hyderabad,Card,1390.12,947.92,Netflix|Paytm|Spotify|Amazon|Uber,6,22,D03209-A|D03209-B,0.13,Medium
U03210,Chennai,Card,4859.91,2738.26,Zomato|Hotstar|Amazon|Uber|Swiggy,11,20,D03210-A|D03210-B,0.08,High
U03211,Kolkata,UPI,3286.68,2201.73,MakeMyTrip|Groww|Zerodha|Amazon|Netflix,11,23,D03211-A|D03211-B,0.19,High
